FirstName,LastName,FinalGrade
Vardas4214,Pavarde4214,2.92
Vardas374,Pavarde374,2.92
Vardas1196,Pavarde1196,2.92
Vardas154,Pavarde154,2.92
Vardas1206,Pavarde1206,2.92
Vardas7006,Pavarde7006,2.92
Vardas150,Pavarde150,2.92
Vardas7576,Pavarde7576,2.92
Vardas9094,Pavarde9094,2.92
Vardas1220,Pavarde1220,2.92
Vardas1299,Pavarde1299,2.92
Vardas5465,Pavarde5465,2.92
Vardas8828,Pavarde8828,2.92
Vardas4272,Pavarde4272,2.92
Vardas5250,Pavarde5250,2.92
Vardas5276,Pavarde5276,2.92
Vardas2756,Pavarde2756,2.92
Vardas8283,Pavarde8283,2.92
Vardas2299,Pavarde2299,2.92
Vardas7389,Pavarde7389,2.92
Vardas4517,Pavarde4517,2.93333
Vardas4923,Pavarde4923,2.93333
Vardas763,Pavarde763,2.93333
Vardas9404,Pavarde9404,2.93333
Vardas5067,Pavarde5067,2.93333
Vardas3330,Pavarde3330,2.93333
Vardas3980,Pavarde3980,2.93333
Vardas9723,Pavarde9723,2.93333
Vardas7423,Pavarde7423,2.93333
Vardas3745,Pavarde3745,2.94667
Vardas798,Pavarde798,2.94667
Vardas7663,Pavarde7663,2.94667
Vardas5226,Pavarde5226,2.94667
Vardas1424,Pavarde1424,2.94667
Vardas8634,Pavarde8634,2.94667
Vardas1219,Pavarde1219,2.94667
Vardas1735,Pavarde1735,2.94667
Vardas1183,Pavarde1183,2.94667
Vardas3562,Pavarde3562,2.94667
Vardas1456,Pavarde1456,2.94667
Vardas8139,Pavarde8139,2.94667
Vardas4661,Pavarde4661,2.94667
Vardas8251,Pavarde8251,2.94667
Vardas6602,Pavarde6602,2.94667
Vardas5606,Pavarde5606,2.94667
Vardas53,Pavarde53,2.94667
Vardas1571,Pavarde1571,2.94667
Vardas9209,Pavarde9209,2.94667
Vardas9430,Pavarde9430,2.94667
Vardas731,Pavarde731,2.94667
Vardas6189,Pavarde6189,2.94667
Vardas5733,Pavarde5733,2.94667
Vardas8833,Pavarde8833,2.94667
Vardas4253,Pavarde4253,2.94667
Vardas9175,Pavarde9175,2.94667
Vardas3207,Pavarde3207,2.94667
Vardas2214,Pavarde2214,2.94667
Vardas3507,Pavarde3507,2.94667
Vardas295,Pavarde295,2.94667
Vardas677,Pavarde677,2.94667
Vardas6155,Pavarde6155,2.94667
Vardas8809,Pavarde8809,2.94667
Vardas5746,Pavarde5746,2.94667
Vardas2461,Pavarde2461,2.96
Vardas3167,Pavarde3167,2.96
Vardas3620,Pavarde3620,2.96
Vardas8681,Pavarde8681,2.96
Vardas9911,Pavarde9911,2.96
Vardas3117,Pavarde3117,2.96
Vardas4887,Pavarde4887,2.96
Vardas7605,Pavarde7605,2.96
Vardas3119,Pavarde3119,2.96
Vardas2459,Pavarde2459,2.97333
Vardas6735,Pavarde6735,2.97333
Vardas4463,Pavarde4463,2.97333
Vardas4467,Pavarde4467,2.97333
Vardas6244,Pavarde6244,2.97333
Vardas7054,Pavarde7054,2.97333
Vardas478,Pavarde478,2.97333
Vardas2197,Pavarde2197,2.97333
Vardas8286,Pavarde8286,2.97333
Vardas9260,Pavarde9260,2.97333
Vardas4266,Pavarde4266,2.97333
Vardas3658,Pavarde3658,2.97333
Vardas3135,Pavarde3135,2.97333
Vardas5633,Pavarde5633,2.97333
Vardas1992,Pavarde1992,2.97333
Vardas5028,Pavarde5028,2.97333
Vardas4362,Pavarde4362,2.97333
Vardas1839,Pavarde1839,2.97333
Vardas3008,Pavarde3008,2.97333
Vardas8068,Pavarde8068,2.97333
Vardas6260,Pavarde6260,2.97333
Vardas2556,Pavarde2556,2.97333
Vardas8057,Pavarde8057,2.97333
Vardas316,Pavarde316,2.97333
Vardas6901,Pavarde6901,2.97333
Vardas2591,Pavarde2591,2.97333
Vardas2454,Pavarde2454,2.97333
Vardas6526,Pavarde6526,2.97333
Vardas7175,Pavarde7175,2.97333
Vardas7976,Pavarde7976,2.97333
Vardas1215,Pavarde1215,2.97333
Vardas35,Pavarde35,2.97333
Vardas3033,Pavarde3033,2.98667
Vardas4612,Pavarde4612,2.98667
Vardas9601,Pavarde9601,2.98667
Vardas4395,Pavarde4395,2.98667
Vardas3237,Pavarde3237,2.98667
Vardas6795,Pavarde6795,2.98667
Vardas1862,Pavarde1862,2.98667
Vardas5352,Pavarde5352,2.98667
Vardas2494,Pavarde2494,2.98667
Vardas3435,Pavarde3435,2.98667
Vardas4019,Pavarde4019,2.98667
Vardas1607,Pavarde1607,2.98667
Vardas2435,Pavarde2435,2.98667
Vardas7103,Pavarde7103,2.98667
Vardas6894,Pavarde6894,2.98667
Vardas4665,Pavarde4665,2.98667
Vardas6376,Pavarde6376,2.98667
Vardas8754,Pavarde8754,2.98667
Vardas4173,Pavarde4173,3
Vardas8547,Pavarde8547,3
Vardas1561,Pavarde1561,3
Vardas934,Pavarde934,3
Vardas8621,Pavarde8621,3
Vardas4728,Pavarde4728,3
Vardas6870,Pavarde6870,3
Vardas4658,Pavarde4658,3
Vardas5359,Pavarde5359,3
Vardas8008,Pavarde8008,3
Vardas7984,Pavarde7984,3
Vardas4428,Pavarde4428,3
Vardas7978,Pavarde7978,3
Vardas7412,Pavarde7412,3
Vardas7288,Pavarde7288,3
Vardas6377,Pavarde6377,3
Vardas8152,Pavarde8152,3
Vardas3927,Pavarde3927,3
Vardas3320,Pavarde3320,3
Vardas6292,Pavarde6292,3
Vardas304,Pavarde304,3
Vardas4052,Pavarde4052,3
Vardas9759,Pavarde9759,3
Vardas8832,Pavarde8832,3
Vardas445,Pavarde445,3
Vardas4844,Pavarde4844,3
Vardas7640,Pavarde7640,3
Vardas4506,Pavarde4506,3
Vardas3819,Pavarde3819,3
Vardas3086,Pavarde3086,3
Vardas5537,Pavarde5537,3.01333
Vardas2291,Pavarde2291,3.01333
Vardas3706,Pavarde3706,3.01333
Vardas216,Pavarde216,3.01333
Vardas7145,Pavarde7145,3.01333
Vardas9722,Pavarde9722,3.01333
Vardas8886,Pavarde8886,3.01333
Vardas5411,Pavarde5411,3.01333
Vardas8784,Pavarde8784,3.01333
Vardas354,Pavarde354,3.01333
Vardas8516,Pavarde8516,3.01333
Vardas5046,Pavarde5046,3.01333
Vardas2325,Pavarde2325,3.01333
Vardas1482,Pavarde1482,3.01333
Vardas8750,Pavarde8750,3.01333
Vardas7276,Pavarde7276,3.01333
Vardas2132,Pavarde2132,3.02667
Vardas6540,Pavarde6540,3.02667
Vardas1043,Pavarde1043,3.02667
Vardas476,Pavarde476,3.02667
Vardas6301,Pavarde6301,3.02667
Vardas8683,Pavarde8683,3.02667
Vardas1356,Pavarde1356,3.02667
Vardas3887,Pavarde3887,3.02667
Vardas2260,Pavarde2260,3.02667
Vardas8159,Pavarde8159,3.02667
Vardas70,Pavarde70,3.02667
Vardas9282,Pavarde9282,3.02667
Vardas2574,Pavarde2574,3.02667
Vardas6214,Pavarde6214,3.02667
Vardas4955,Pavarde4955,3.02667
Vardas5690,Pavarde5690,3.02667
Vardas1983,Pavarde1983,3.02667
Vardas4287,Pavarde4287,3.02667
Vardas9714,Pavarde9714,3.02667
Vardas9213,Pavarde9213,3.02667
Vardas9120,Pavarde9120,3.04
Vardas5433,Pavarde5433,3.04
Vardas921,Pavarde921,3.04
Vardas1695,Pavarde1695,3.04
Vardas1301,Pavarde1301,3.04
Vardas4423,Pavarde4423,3.04
Vardas9729,Pavarde9729,3.04
Vardas5824,Pavarde5824,3.04
Vardas3901,Pavarde3901,3.04
Vardas3024,Pavarde3024,3.04
Vardas2842,Pavarde2842,3.04
Vardas7880,Pavarde7880,3.04
Vardas406,Pavarde406,3.04
Vardas2770,Pavarde2770,3.04
Vardas8830,Pavarde8830,3.05333
Vardas8054,Pavarde8054,3.05333
Vardas7200,Pavarde7200,3.05333
Vardas1119,Pavarde1119,3.05333
Vardas2543,Pavarde2543,3.05333
Vardas1205,Pavarde1205,3.05333
Vardas1728,Pavarde1728,3.05333
Vardas9649,Pavarde9649,3.05333
Vardas8459,Pavarde8459,3.05333
Vardas4697,Pavarde4697,3.05333
Vardas9194,Pavarde9194,3.05333
Vardas9099,Pavarde9099,3.05333
Vardas8020,Pavarde8020,3.05333
Vardas9420,Pavarde9420,3.05333
Vardas8724,Pavarde8724,3.05333
Vardas3511,Pavarde3511,3.05333
Vardas5071,Pavarde5071,3.05333
Vardas3575,Pavarde3575,3.05333
Vardas3157,Pavarde3157,3.05333
Vardas7375,Pavarde7375,3.05333
Vardas8028,Pavarde8028,3.05333
Vardas4147,Pavarde4147,3.05333
Vardas7839,Pavarde7839,3.05333
Vardas6240,Pavarde6240,3.05333
Vardas1360,Pavarde1360,3.05333
Vardas8526,Pavarde8526,3.05333
Vardas4540,Pavarde4540,3.05333
Vardas4601,Pavarde4601,3.05333
Vardas9948,Pavarde9948,3.06667
Vardas9660,Pavarde9660,3.06667
Vardas2464,Pavarde2464,3.06667
Vardas1028,Pavarde1028,3.06667
Vardas8061,Pavarde8061,3.06667
Vardas4789,Pavarde4789,3.06667
Vardas4874,Pavarde4874,3.06667
Vardas6330,Pavarde6330,3.06667
Vardas5326,Pavarde5326,3.06667
Vardas2769,Pavarde2769,3.06667
Vardas3098,Pavarde3098,3.06667
Vardas8548,Pavarde8548,3.06667
Vardas9218,Pavarde9218,3.08
Vardas9536,Pavarde9536,3.08
Vardas172,Pavarde172,3.08
Vardas121,Pavarde121,3.08
Vardas8059,Pavarde8059,3.08
Vardas9027,Pavarde9027,3.08
Vardas7883,Pavarde7883,3.08
Vardas6908,Pavarde6908,3.08
Vardas6469,Pavarde6469,3.08
Vardas832,Pavarde832,3.08
Vardas3443,Pavarde3443,3.08
Vardas2041,Pavarde2041,3.08
Vardas7508,Pavarde7508,3.08
Vardas6222,Pavarde6222,3.08
Vardas8127,Pavarde8127,3.08
Vardas6779,Pavarde6779,3.08
Vardas3780,Pavarde3780,3.08
Vardas8566,Pavarde8566,3.08
Vardas971,Pavarde971,3.08
Vardas182,Pavarde182,3.08
Vardas5760,Pavarde5760,3.08
Vardas7616,Pavarde7616,3.08
Vardas6987,Pavarde6987,3.08
Vardas637,Pavarde637,3.08
Vardas3700,Pavarde3700,3.08
Vardas6920,Pavarde6920,3.09333
Vardas5532,Pavarde5532,3.09333
Vardas3513,Pavarde3513,3.09333
Vardas4193,Pavarde4193,3.09333
Vardas8585,Pavarde8585,3.09333
Vardas9989,Pavarde9989,3.09333
Vardas9066,Pavarde9066,3.09333
Vardas1164,Pavarde1164,3.09333
Vardas4831,Pavarde4831,3.09333
Vardas6893,Pavarde6893,3.09333
Vardas9691,Pavarde9691,3.09333
Vardas7496,Pavarde7496,3.09333
Vardas1262,Pavarde1262,3.09333
Vardas4890,Pavarde4890,3.09333
Vardas5300,Pavarde5300,3.09333
Vardas8349,Pavarde8349,3.09333
Vardas7594,Pavarde7594,3.09333
Vardas4589,Pavarde4589,3.09333
Vardas6050,Pavarde6050,3.09333
Vardas6693,Pavarde6693,3.09333
Vardas1393,Pavarde1393,3.09333
Vardas6181,Pavarde6181,3.09333
Vardas2319,Pavarde2319,3.09333
Vardas5090,Pavarde5090,3.09333
Vardas8301,Pavarde8301,3.09333
Vardas2640,Pavarde2640,3.09333
Vardas4927,Pavarde4927,3.09333
Vardas7533,Pavarde7533,3.09333
Vardas255,Pavarde255,3.10667
Vardas1235,Pavarde1235,3.10667
Vardas8015,Pavarde8015,3.10667
Vardas456,Pavarde456,3.10667
Vardas9476,Pavarde9476,3.10667
Vardas1232,Pavarde1232,3.10667
Vardas1993,Pavarde1993,3.10667
Vardas2139,Pavarde2139,3.10667
Vardas4321,Pavarde4321,3.10667
Vardas2136,Pavarde2136,3.10667
Vardas5259,Pavarde5259,3.10667
Vardas5001,Pavarde5001,3.10667
Vardas5697,Pavarde5697,3.10667
Vardas2227,Pavarde2227,3.10667
Vardas5125,Pavarde5125,3.10667
Vardas9797,Pavarde9797,3.10667
Vardas1198,Pavarde1198,3.10667
Vardas1350,Pavarde1350,3.10667
Vardas5842,Pavarde5842,3.10667
Vardas8306,Pavarde8306,3.10667
Vardas9037,Pavarde9037,3.10667
Vardas9048,Pavarde9048,3.12
Vardas9852,Pavarde9852,3.12
Vardas8032,Pavarde8032,3.12
Vardas1470,Pavarde1470,3.12
Vardas5210,Pavarde5210,3.12
Vardas461,Pavarde461,3.12
Vardas82,Pavarde82,3.12
Vardas9165,Pavarde9165,3.12
Vardas6363,Pavarde6363,3.12
Vardas7151,Pavarde7151,3.12
Vardas3879,Pavarde3879,3.12
Vardas7763,Pavarde7763,3.12
Vardas7766,Pavarde7766,3.12
Vardas4225,Pavarde4225,3.12
Vardas7628,Pavarde7628,3.12
Vardas8868,Pavarde8868,3.12
Vardas6388,Pavarde6388,3.12
Vardas1711,Pavarde1711,3.12
Vardas538,Pavarde538,3.12
Vardas7881,Pavarde7881,3.12
Vardas8203,Pavarde8203,3.12
Vardas2544,Pavarde2544,3.12
Vardas3463,Pavarde3463,3.12
Vardas2938,Pavarde2938,3.12
Vardas5385,Pavarde5385,3.12
Vardas7146,Pavarde7146,3.13333
Vardas4434,Pavarde4434,3.13333
Vardas7853,Pavarde7853,3.13333
Vardas6897,Pavarde6897,3.13333
Vardas8592,Pavarde8592,3.13333
Vardas9802,Pavarde9802,3.13333
Vardas7371,Pavarde7371,3.13333
Vardas6207,Pavarde6207,3.13333
Vardas191,Pavarde191,3.13333
Vardas8824,Pavarde8824,3.13333
Vardas4348,Pavarde4348,3.13333
Vardas4201,Pavarde4201,3.13333
Vardas4901,Pavarde4901,3.13333
Vardas7396,Pavarde7396,3.13333
Vardas1179,Pavarde1179,3.13333
Vardas5446,Pavarde5446,3.13333
Vardas8330,Pavarde8330,3.13333
Vardas5486,Pavarde5486,3.14667
Vardas4085,Pavarde4085,3.14667
Vardas659,Pavarde659,3.14667
Vardas1520,Pavarde1520,3.14667
Vardas3505,Pavarde3505,3.14667
Vardas5509,Pavarde5509,3.14667
Vardas1118,Pavarde1118,3.14667
Vardas7970,Pavarde7970,3.14667
Vardas9316,Pavarde9316,3.14667
Vardas278,Pavarde278,3.14667
Vardas8445,Pavarde8445,3.14667
Vardas160,Pavarde160,3.14667
Vardas3282,Pavarde3282,3.14667
Vardas1230,Pavarde1230,3.14667
Vardas1002,Pavarde1002,3.14667
Vardas8331,Pavarde8331,3.14667
Vardas4644,Pavarde4644,3.14667
Vardas2223,Pavarde2223,3.14667
Vardas1030,Pavarde1030,3.14667
Vardas1931,Pavarde1931,3.14667
Vardas8871,Pavarde8871,3.14667
Vardas212,Pavarde212,3.14667
Vardas4624,Pavarde4624,3.14667
Vardas8237,Pavarde8237,3.14667
Vardas8361,Pavarde8361,3.14667
Vardas801,Pavarde801,3.14667
Vardas2392,Pavarde2392,3.14667
Vardas9663,Pavarde9663,3.14667
Vardas9501,Pavarde9501,3.14667
Vardas1943,Pavarde1943,3.16
Vardas2659,Pavarde2659,3.16
Vardas497,Pavarde497,3.16
Vardas4921,Pavarde4921,3.16
Vardas4073,Pavarde4073,3.16
Vardas9493,Pavarde9493,3.16
Vardas711,Pavarde711,3.16
Vardas9688,Pavarde9688,3.16
Vardas9080,Pavarde9080,3.16
Vardas2122,Pavarde2122,3.16
Vardas7958,Pavarde7958,3.16
Vardas5227,Pavarde5227,3.16
Vardas8975,Pavarde8975,3.16
Vardas5639,Pavarde5639,3.16
Vardas4674,Pavarde4674,3.17333
Vardas2479,Pavarde2479,3.17333
Vardas8030,Pavarde8030,3.17333
Vardas5926,Pavarde5926,3.17333
Vardas9374,Pavarde9374,3.17333
Vardas4545,Pavarde4545,3.17333
Vardas7845,Pavarde7845,3.17333
Vardas644,Pavarde644,3.17333
Vardas3236,Pavarde3236,3.17333
Vardas6045,Pavarde6045,3.17333
Vardas2482,Pavarde2482,3.17333
Vardas6230,Pavarde6230,3.17333
Vardas1669,Pavarde1669,3.17333
Vardas1090,Pavarde1090,3.17333
Vardas8110,Pavarde8110,3.17333
Vardas141,Pavarde141,3.17333
Vardas9298,Pavarde9298,3.17333
Vardas9571,Pavarde9571,3.17333
Vardas8125,Pavarde8125,3.17333
Vardas8071,Pavarde8071,3.17333
Vardas6070,Pavarde6070,3.17333
Vardas4346,Pavarde4346,3.17333
Vardas1576,Pavarde1576,3.17333
Vardas2318,Pavarde2318,3.17333
Vardas5500,Pavarde5500,3.17333
Vardas7225,Pavarde7225,3.17333
Vardas3000,Pavarde3000,3.17333
Vardas6754,Pavarde6754,3.18667
Vardas2577,Pavarde2577,3.18667
Vardas8817,Pavarde8817,3.18667
Vardas3681,Pavarde3681,3.18667
Vardas5755,Pavarde5755,3.18667
Vardas1682,Pavarde1682,3.18667
Vardas1396,Pavarde1396,3.18667
Vardas4,Pavarde4,3.18667
Vardas7282,Pavarde7282,3.18667
Vardas2065,Pavarde2065,3.18667
Vardas8253,Pavarde8253,3.18667
Vardas6325,Pavarde6325,3.18667
Vardas6140,Pavarde6140,3.2
Vardas7981,Pavarde7981,3.2
Vardas4166,Pavarde4166,3.2
Vardas415,Pavarde415,3.2
Vardas6035,Pavarde6035,3.2
Vardas9317,Pavarde9317,3.2
Vardas8363,Pavarde8363,3.2
Vardas6164,Pavarde6164,3.2
Vardas8605,Pavarde8605,3.2
Vardas4687,Pavarde4687,3.2
Vardas4617,Pavarde4617,3.2
Vardas5623,Pavarde5623,3.2
Vardas6460,Pavarde6460,3.2
Vardas9956,Pavarde9956,3.2
Vardas3538,Pavarde3538,3.2
Vardas8327,Pavarde8327,3.2
Vardas9847,Pavarde9847,3.2
Vardas9766,Pavarde9766,3.2
Vardas197,Pavarde197,3.2
Vardas5221,Pavarde5221,3.2
Vardas74,Pavarde74,3.2
Vardas6297,Pavarde6297,3.2
Vardas582,Pavarde582,3.2
Vardas6844,Pavarde6844,3.2
Vardas1750,Pavarde1750,3.2
Vardas3774,Pavarde3774,3.2
Vardas2762,Pavarde2762,3.2
Vardas3129,Pavarde3129,3.2
Vardas372,Pavarde372,3.2
Vardas7551,Pavarde7551,3.2
Vardas7736,Pavarde7736,3.21333
Vardas1297,Pavarde1297,3.21333
Vardas3300,Pavarde3300,3.21333
Vardas1831,Pavarde1831,3.21333
Vardas9225,Pavarde9225,3.21333
Vardas6089,Pavarde6089,3.21333
Vardas370,Pavarde370,3.21333
Vardas429,Pavarde429,3.21333
Vardas9719,Pavarde9719,3.21333
Vardas1630,Pavarde1630,3.21333
Vardas5834,Pavarde5834,3.21333
Vardas8776,Pavarde8776,3.21333
Vardas9648,Pavarde9648,3.21333
Vardas4609,Pavarde4609,3.21333
Vardas5775,Pavarde5775,3.21333
Vardas2277,Pavarde2277,3.21333
Vardas4203,Pavarde4203,3.21333
Vardas8995,Pavarde8995,3.21333
Vardas3165,Pavarde3165,3.22667
Vardas369,Pavarde369,3.22667
Vardas4982,Pavarde4982,3.22667
Vardas8124,Pavarde8124,3.22667
Vardas564,Pavarde564,3.22667
Vardas5165,Pavarde5165,3.22667
Vardas5142,Pavarde5142,3.22667
Vardas1312,Pavarde1312,3.22667
Vardas9475,Pavarde9475,3.22667
Vardas7307,Pavarde7307,3.22667
Vardas5306,Pavarde5306,3.22667
Vardas8019,Pavarde8019,3.22667
Vardas5965,Pavarde5965,3.22667
Vardas3272,Pavarde3272,3.22667
Vardas1247,Pavarde1247,3.22667
Vardas4475,Pavarde4475,3.22667
Vardas7562,Pavarde7562,3.22667
Vardas8710,Pavarde8710,3.22667
Vardas7385,Pavarde7385,3.22667
Vardas8802,Pavarde8802,3.22667
Vardas1203,Pavarde1203,3.22667
Vardas7912,Pavarde7912,3.22667
Vardas3385,Pavarde3385,3.22667
Vardas7582,Pavarde7582,3.22667
Vardas7363,Pavarde7363,3.22667
Vardas1844,Pavarde1844,3.24
Vardas5426,Pavarde5426,3.24
Vardas7734,Pavarde7734,3.24
Vardas8816,Pavarde8816,3.24
Vardas1539,Pavarde1539,3.24
Vardas9655,Pavarde9655,3.24
Vardas3852,Pavarde3852,3.24
Vardas8427,Pavarde8427,3.24
Vardas3708,Pavarde3708,3.24
Vardas8185,Pavarde8185,3.25333
Vardas8529,Pavarde8529,3.25333
Vardas9467,Pavarde9467,3.25333
Vardas9367,Pavarde9367,3.25333
Vardas4669,Pavarde4669,3.25333
Vardas625,Pavarde625,3.25333
Vardas6476,Pavarde6476,3.25333
Vardas760,Pavarde760,3.25333
Vardas4009,Pavarde4009,3.25333
Vardas480,Pavarde480,3.25333
Vardas5898,Pavarde5898,3.25333
Vardas8880,Pavarde8880,3.25333
Vardas8498,Pavarde8498,3.25333
Vardas5037,Pavarde5037,3.25333
Vardas8444,Pavarde8444,3.25333
Vardas1353,Pavarde1353,3.25333
Vardas4108,Pavarde4108,3.25333
Vardas8300,Pavarde8300,3.25333
Vardas3746,Pavarde3746,3.25333
Vardas6434,Pavarde6434,3.25333
Vardas6625,Pavarde6625,3.25333
Vardas5222,Pavarde5222,3.25333
Vardas3084,Pavarde3084,3.25333
Vardas3442,Pavarde3442,3.25333
Vardas4840,Pavarde4840,3.25333
Vardas8052,Pavarde8052,3.25333
Vardas2934,Pavarde2934,3.25333
Vardas9001,Pavarde9001,3.25333
Vardas9008,Pavarde9008,3.25333
Vardas2038,Pavarde2038,3.25333
Vardas4174,Pavarde4174,3.25333
Vardas4105,Pavarde4105,3.26667
Vardas4404,Pavarde4404,3.26667
Vardas3429,Pavarde3429,3.26667
Vardas1656,Pavarde1656,3.26667
Vardas876,Pavarde876,3.26667
Vardas5846,Pavarde5846,3.26667
Vardas1398,Pavarde1398,3.26667
Vardas8904,Pavarde8904,3.26667
Vardas1913,Pavarde1913,3.26667
Vardas3741,Pavarde3741,3.26667
Vardas3677,Pavarde3677,3.26667
Vardas6704,Pavarde6704,3.26667
Vardas8014,Pavarde8014,3.26667
Vardas9777,Pavarde9777,3.26667
Vardas2651,Pavarde2651,3.26667
Vardas3779,Pavarde3779,3.26667
Vardas479,Pavarde479,3.28
Vardas3629,Pavarde3629,3.28
Vardas4706,Pavarde4706,3.28
Vardas2190,Pavarde2190,3.28
Vardas4797,Pavarde4797,3.28
Vardas9657,Pavarde9657,3.28
Vardas6018,Pavarde6018,3.28
Vardas3586,Pavarde3586,3.28
Vardas6874,Pavarde6874,3.28
Vardas8245,Pavarde8245,3.28
Vardas3496,Pavarde3496,3.28
Vardas3512,Pavarde3512,3.28
Vardas5894,Pavarde5894,3.28
Vardas8759,Pavarde8759,3.28
Vardas4305,Pavarde4305,3.28
Vardas1850,Pavarde1850,3.28
Vardas4862,Pavarde4862,3.28
Vardas8626,Pavarde8626,3.28
Vardas6957,Pavarde6957,3.28
Vardas3064,Pavarde3064,3.28
Vardas6213,Pavarde6213,3.28
Vardas8752,Pavarde8752,3.28
Vardas8281,Pavarde8281,3.28
Vardas7017,Pavarde7017,3.28
Vardas5163,Pavarde5163,3.28
Vardas1819,Pavarde1819,3.28
Vardas5242,Pavarde5242,3.28
Vardas567,Pavarde567,3.28
Vardas3257,Pavarde3257,3.28
Vardas2861,Pavarde2861,3.28
Vardas8004,Pavarde8004,3.28
Vardas6543,Pavarde6543,3.28
Vardas2035,Pavarde2035,3.28
Vardas4543,Pavarde4543,3.28
Vardas621,Pavarde621,3.28
Vardas3630,Pavarde3630,3.28
Vardas2370,Pavarde2370,3.28
Vardas2010,Pavarde2010,3.28
Vardas5007,Pavarde5007,3.28
Vardas8436,Pavarde8436,3.28
Vardas7874,Pavarde7874,3.28
Vardas7805,Pavarde7805,3.29333
Vardas4040,Pavarde4040,3.29333
Vardas2302,Pavarde2302,3.29333
Vardas722,Pavarde722,3.29333
Vardas1032,Pavarde1032,3.29333
Vardas9441,Pavarde9441,3.29333
Vardas1884,Pavarde1884,3.29333
Vardas2783,Pavarde2783,3.29333
Vardas8612,Pavarde8612,3.30667
Vardas4376,Pavarde4376,3.30667
Vardas2964,Pavarde2964,3.30667
Vardas6567,Pavarde6567,3.30667
Vardas967,Pavarde967,3.30667
Vardas956,Pavarde956,3.30667
Vardas2703,Pavarde2703,3.30667
Vardas291,Pavarde291,3.30667
Vardas5938,Pavarde5938,3.30667
Vardas6355,Pavarde6355,3.30667
Vardas4786,Pavarde4786,3.30667
Vardas4184,Pavarde4184,3.30667
Vardas1217,Pavarde1217,3.30667
Vardas7341,Pavarde7341,3.30667
Vardas6464,Pavarde6464,3.30667
Vardas855,Pavarde855,3.30667
Vardas280,Pavarde280,3.30667
Vardas2911,Pavarde2911,3.30667
Vardas804,Pavarde804,3.30667
Vardas8153,Pavarde8153,3.30667
Vardas3944,Pavarde3944,3.30667
Vardas1245,Pavarde1245,3.30667
Vardas6601,Pavarde6601,3.30667
Vardas9164,Pavarde9164,3.30667
Vardas9169,Pavarde9169,3.30667
Vardas4502,Pavarde4502,3.30667
Vardas2744,Pavarde2744,3.30667
Vardas3573,Pavarde3573,3.30667
Vardas6494,Pavarde6494,3.30667
Vardas7458,Pavarde7458,3.32
Vardas802,Pavarde802,3.32
Vardas3769,Pavarde3769,3.32
Vardas8198,Pavarde8198,3.32
Vardas4755,Pavarde4755,3.32
Vardas9100,Pavarde9100,3.32
Vardas6079,Pavarde6079,3.32
Vardas2051,Pavarde2051,3.33333
Vardas9477,Pavarde9477,3.33333
Vardas424,Pavarde424,3.33333
Vardas3963,Pavarde3963,3.33333
Vardas7577,Pavarde7577,3.33333
Vardas6835,Pavarde6835,3.33333
Vardas5011,Pavarde5011,3.33333
Vardas2488,Pavarde2488,3.33333
Vardas8726,Pavarde8726,3.33333
Vardas8472,Pavarde8472,3.33333
Vardas8218,Pavarde8218,3.33333
Vardas1447,Pavarde1447,3.33333
Vardas2892,Pavarde2892,3.33333
Vardas9960,Pavarde9960,3.33333
Vardas8518,Pavarde8518,3.33333
Vardas1094,Pavarde1094,3.33333
Vardas6866,Pavarde6866,3.33333
Vardas6211,Pavarde6211,3.33333
Vardas9409,Pavarde9409,3.33333
Vardas7846,Pavarde7846,3.33333
Vardas9423,Pavarde9423,3.33333
Vardas253,Pavarde253,3.33333
Vardas814,Pavarde814,3.33333
Vardas3553,Pavarde3553,3.33333
Vardas5263,Pavarde5263,3.33333
Vardas4125,Pavarde4125,3.33333
Vardas9481,Pavarde9481,3.33333
Vardas9278,Pavarde9278,3.33333
Vardas1833,Pavarde1833,3.33333
Vardas6323,Pavarde6323,3.33333
Vardas2053,Pavarde2053,3.33333
Vardas3900,Pavarde3900,3.33333
Vardas1380,Pavarde1380,3.33333
Vardas9220,Pavarde9220,3.33333
Vardas8243,Pavarde8243,3.33333
Vardas6398,Pavarde6398,3.33333
Vardas2336,Pavarde2336,3.33333
Vardas5816,Pavarde5816,3.33333
Vardas5240,Pavarde5240,3.33333
Vardas4065,Pavarde4065,3.34667
Vardas519,Pavarde519,3.34667
Vardas8796,Pavarde8796,3.34667
Vardas8735,Pavarde8735,3.34667
Vardas1704,Pavarde1704,3.34667
Vardas2536,Pavarde2536,3.34667
Vardas6556,Pavarde6556,3.34667
Vardas233,Pavarde233,3.34667
Vardas3583,Pavarde3583,3.36
Vardas9627,Pavarde9627,3.36
Vardas123,Pavarde123,3.36
Vardas1689,Pavarde1689,3.36
Vardas2443,Pavarde2443,3.36
Vardas8614,Pavarde8614,3.36
Vardas8600,Pavarde8600,3.36
Vardas5698,Pavarde5698,3.36
Vardas6073,Pavarde6073,3.36
Vardas780,Pavarde780,3.36
Vardas5064,Pavarde5064,3.36
Vardas2307,Pavarde2307,3.36
Vardas9460,Pavarde9460,3.36
Vardas4961,Pavarde4961,3.36
Vardas3356,Pavarde3356,3.36
Vardas4941,Pavarde4941,3.36
Vardas9432,Pavarde9432,3.36
Vardas970,Pavarde970,3.36
Vardas7206,Pavarde7206,3.36
Vardas2877,Pavarde2877,3.36
